Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,23.535601,23.635300,21.989300,22.030800,12.514046,0
2008-01-03,22.114000,22.317699,21.490499,21.577700,12.266052,0
2008-01-04,21.781401,21.968500,21.137100,21.324200,12.121955,5694095
2008-01-07,21.428101,21.993401,21.415600,21.719101,12.346440,0
2008-01-08,22.114000,22.525499,21.931101,22.051600,12.535449,0
2008-01-09,21.989300,22.018400,21.349100,21.860399,12.426764,0
2008-01-10,21.947701,22.446501,21.823000,22.155500,12.594514,0
2008-01-11,22.005899,22.259501,21.739901,21.798100,12.391345,0
2008-01-14,21.823000,22.238701,21.706600,22.018400,12.516576,0
2008-01-15,21.818800,21.823000,20.991600,21.074800,11.980186,0
2008-01-16,20.659100,20.866899,20.122900,20.700701,11.767519,0
2008-01-17,20.704800,20.950100,19.786200,19.836100,11.276028,0
2008-01-18,20.118700,20.783800,19.495199,19.906700,11.316160,0
2008-01-21,18.709600,19.453600,18.709600,19.204201,10.916820,0
2008-01-22,19.129400,20.156099,18.705400,19.204201,10.916820,0
2008-01-23,18.996401,19.033800,18.065300,18.767799,10.668747,0
2008-01-24,19.744600,20.372299,19.208401,20.205999,11.486299,0
2008-01-28,19.931700,20.472000,19.869301,20.409700,11.602100,0
2008-01-29,20.492800,20.654900,19.711399,19.952499,11.342197,0
2008-01-30,19.786200,19.948299,19.283199,19.948299,11.339810,0
2008-01-31,19.536800,19.715500,19.038000,19.424500,11.042053,0
2008-02-01,19.549200,19.698900,18.597300,19.358000,11.004250,0
2008-02-06,18.397800,18.830099,18.248199,18.830099,10.713492,0
2008-02-07,18.501801,18.788601,18.123501,18.514200,10.533757,0
2008-02-08,18.614000,18.830099,18.372900,18.377100,10.455755,0
2008-02-11,18.572399,19.179300,18.559900,19.121099,10.879060,0
2008-02-12,19.370501,20.197701,19.370501,19.744600,11.233797,0
2008-02-13,19.786200,20.438801,19.786200,20.285000,11.541261,0
2008-02-14,20.492800,20.534401,19.694700,19.790300,11.259797,0
2008-02-15,19.640699,19.952499,19.358000,19.910900,11.328416,0
